ID_SITIO;LOCALIDAD;PROVINCIA;POBLACION;PLAN;Latitud;Longitud
1671;JOSE DE SAN MARTIN;CHUBUT;1612;LOCALIDAD CONECTADA;-44,04903100000;-70,47682200000
1881;LAGO EPUYEN;CHUBUT;392;LOCALIDAD CONECTADA;-42,21833500000;-71,41663800000
1882;LAGO PUELO;CHUBUT;3129;LOCALIDAD CONECTADA;-42,02600217000;-71,54626756000
2792;RIO MAYO;CHUBUT;2791;LOCALIDAD CONECTADA;-45,69104200000;-70,24968100000
3228;TECKA;CHUBUT;1237;LOCALIDAD CONECTADA;-43,50034400000;-70,80490800000
113;ADELIA MARIA;CORDOBA;7586;LOCALIDAD CONECTADA;-33,63325800000;-64,01292200000
142;ALCIRA GIGENA;CORDOBA;5919;LOCALIDAD CONECTADA;-32,75384740000;-64,34025712000
178;ALMAFUERTE;CORDOBA;11422;LOCALIDAD CONECTADA;-32,19078889000;-64,26303611000
285;ARROYITO;CORDOBA;22147;LOCALIDAD CONECTADA;-31,41596400000;-63,04461100000
320;AVELLANEDA;CORDOBA;282;LOCALIDAD CONECTADA;-30,59506100000;-64,20645000000
347;BALLESTEROS;CORDOBA;3928;LOCALIDAD CONECTADA;-32,54424400000;-62,97539700000
367;BAÑADO DE SOTO;CORDOBA;466;LOCALIDAD CONECTADA;-30,79446100000;-65,05282500000
516;BELL VILLE;CORDOBA;34765;LOCALIDAD CONECTADA;-32,61299700000;-62,69432500000
542;BERROTARAN;CORDOBA;6869;LOCALIDAD CONECTADA;-32,44916200000;-64,39353700000
557;BOUWER;CORDOBA;656;LOCALIDAD CONECTADA;-31,55794200000;-64,19308900000
568;BULNES;CORDOBA;1051;LOCALIDAD CONECTADA;-33,50151400000;-64,67898200000
646;CAPILLA DE LOS REMEDIOS;CORDOBA;797;LOCALIDAD CONECTADA;-31,42955833000;-63,83223056000
680;CARNERILLO;CORDOBA;1867;LOCALIDAD CONECTADA;-32,91162862000;-64,02265127000
702;CASEROS CENTRO;CORDOBA;243;LOCALIDAD CONECTADA;-31,56156389000;-64,14769722000
753;CHAJAN;CORDOBA;767;LOCALIDAD CONECTADA;-33,55332896000;-65,00178909000
805;CHUCUL;CORDOBA;304;LOCALIDAD CONECTADA;-33,01079100000;-64,17040970000
4079;CHUCUL;CORDOBA;304;LOCALIDAD CONECTADA;-33,01906700000;-64,18313300000
808;CHUÑA;CORDOBA;550;LOCALIDAD CONECTADA;-30,46912222000;-64,66612222000
978;CORDOBA;CORDOBA;1317298;LOCALIDAD CONECTADA;-31,43919444000;-64,18978056000
983;CORONEL BAIGORRIA;CORDOBA;1456;LOCALIDAD CONECTADA;-32,85049429000;-64,36101665000
998;CORONEL MOLDES;CORDOBA;9005;LOCALIDAD CONECTADA;-33,61643800000;-64,59250100000
1010;CORRALITO;CORDOBA;1727;LOCALIDAD CONECTADA;-32,01735154000;-64,19924005000
1040;CRUZ DEL EJE;CORDOBA;30680;LOCALIDAD CONECTADA;-30,72420556000;-64,80055833000
1058;DALMACIO VELEZ;CORDOBA;1497;LOCALIDAD CONECTADA;-32,61218300000;-63,57846700000
1065;DEAN FUNES;CORDOBA;21211;LOCALIDAD CONECTADA;-30,42289444000;-64,35716111000
1074;DESPEÑADEROS;CORDOBA;5758;LOCALIDAD CONECTADA;-31,81759444000;-64,29596389000
1077;DEVOTO;CORDOBA;6057;LOCALIDAD CONECTADA;-31,40551389000;-62,30051667000
1140;EL CHACHO;CORDOBA;154;LOCALIDAD CONECTADA;-30,79963056000;-65,65626389000
1173;EL FUERTECITO;CORDOBA;297;LOCALIDAD CONECTADA;-31,40458611000;-62,97202778000
1249;EL TIO;CORDOBA;1903;LOCALIDAD CONECTADA;-31,38136667000;-62,82955556000
1264;ELENA;CORDOBA;2985;LOCALIDAD CONECTADA;-32,56844400000;-64,39766200000
1433;GENERAL CABRERA;CORDOBA;11734;LOCALIDAD CONECTADA;-32,80883600000;-63,85993100000
1442;GENERAL FOTHERINGHAM;CORDOBA;313;LOCALIDAD CONECTADA;-32,32371182000;-63,86801486000
1454;GENERAL LEVALLE;CORDOBA;5697;LOCALIDAD CONECTADA;-34,00695000000;-63,91530000000
1461;GENERAL PAZ;CORDOBA;1925;LOCALIDAD CONECTADA;-31,13606389000;-64,14015000000
1559;HERNANDO;CORDOBA;10109;LOCALIDAD CONECTADA;-32,55386667000;-63,59850000000
1560;HERNANDO CIUDAD;CORDOBA;10614;LOCALIDAD CONECTADA;-32,42283600000;-63,73878300000
1663;JESUS MARIA;CORDOBA;31602;LOCALIDAD CONECTADA;-30,98614980000;-64,08999883000
1709;KILOMETRO 658;CORDOBA;365;LOCALIDAD CONECTADA;-31,37046825000;-63,53287555000
1720;LA BAJADA;CORDOBA;97;LOCALIDAD CONECTADA;-32,09472900000;-64,33091600000
1778;LA FRANCIA;CORDOBA;3720;LOCALIDAD CONECTADA;-31,40524167000;-62,63394444000
1878;LABOULAYE;CORDOBA;20534;LOCALIDAD CONECTADA;-34,12267222000;-63,39315278000
1893;LAGUNA LARGA;CORDOBA;7437;LOCALIDAD CONECTADA;-31,77523889000;-63,79956111000
1983;LAS PERDICES;CORDOBA;5084;LOCALIDAD CONECTADA;-32,69505000000;-63,69960000000
2006;LAS VERTIENTES;CORDOBA;766;LOCALIDAD CONECTADA;-33,28649200000;-64,58071900000
2020;LEONES;CORDOBA;10391;LOCALIDAD CONECTADA;-32,67161389000;-62,31472500000
2086;LOS CONDORES;CORDOBA;2879;LOCALIDAD CONECTADA;-32,32466742000;-64,28291828000
2102;LOS MOLINOS;CORDOBA;260;LOCALIDAD CONECTADA;-31,85492500000;-64,37757778000
2117;LOS POZOS;CORDOBA;91;LOCALIDAD CONECTADA;-30,51999444000;-64,25367500000
2143;LOZADA;CORDOBA;1013;LOCALIDAD CONECTADA;-31,64772778000;-64,09054167000
2150;LUCIO V MANSILLA;CORDOBA;782;LOCALIDAD CONECTADA;-29,80227800000;-64,70822200000
2185;MALENA;CORDOBA;368;LOCALIDAD CONECTADA;-33,49053014000;-64,43718517000
2193;MANFREDI;CORDOBA;961;LOCALIDAD CONECTADA;-31,84642500000;-63,74310833000
2212;MARCOS JUAREZ;CORDOBA;27004;LOCALIDAD CONECTADA;-32,69288600000;-62,08998300000
2308;MONTE DE LOS GAUCHOS;CORDOBA;675;LOCALIDAD CONECTADA;-33,63819444000;-63,89060278000
2318;MONTE RALO;CORDOBA;518;LOCALIDAD CONECTADA;-31,90853300000;-64,24140800000
2334;MORRISON;CORDOBA;3345;LOCALIDAD CONECTADA;-32,58661944000;-62,83454722000
2406;OLIVA;CORDOBA;11672;LOCALIDAD CONECTADA;-32,03630964000;-63,57058285000
2413;ONCATIVO;CORDOBA;13180;LOCALIDAD CONECTADA;-31,90966700000;-63,68102800000
2481;PARQUE NORTE - CIUDAD DE LOS NIDOS - VIL;CORDOBA;5996;LOCALIDAD CONECTADA;-31,29548889000;-64,17578333000
2495;PASO VIEJO;CORDOBA;1033;LOCALIDAD CONECTADA;-30,76697778000;-65,19025000000
2545;PILAR;CORDOBA;14735;LOCALIDAD CONECTADA;-31,68173889000;-63,88044444000
2717;QUILINO;CORDOBA;4092;LOCALIDAD CONECTADA;-30,21365341000;-64,49597644000
2726;RAFAEL GARCIA;CORDOBA;555;LOCALIDAD CONECTADA;-31,64705556000;-64,25920556000
2786;RIO CUARTO;CORDOBA;157010;LOCALIDAD CONECTADA;-33,10645278000;-64,38693056000
2796;RIO PRIMERO;CORDOBA;7044;LOCALIDAD CONECTADA;-31,33480600000;-63,62111100000
2800;RIO TERCERO;CORDOBA;46421;LOCALIDAD CONECTADA;-32,17153489000;-64,09687002000
2824;ROSALES;CORDOBA;525;LOCALIDAD CONECTADA;-34,17432009000;-63,15289388000
4072;SAMPACHO;CORDOBA;7716;LOCALIDAD CONECTADA;-33,38741389000;-64,73015833000
2873;SAN AGUSTIN;CORDOBA;3317;LOCALIDAD CONECTADA;-31,97598444000;-64,37764921000
2892;SAN BASILIO;CORDOBA;3160;LOCALIDAD CONECTADA;-33,49868000000;-64,31245300000
2922;SAN FRANCISCO;CORDOBA;61750;LOCALIDAD CONECTADA;-31,42003889000;-62,10932500000
2969;SAN JOSE DE LAS SALINAS;CORDOBA;662;LOCALIDAD CONECTADA;-30,00833744000;-64,62203346000
2989;SAN MARCOS SUD;CORDOBA;3248;LOCALIDAD CONECTADA;-32,63026944000;-62,48245000000
3054;SANTA CATALINA;CORDOBA;74;LOCALIDAD CONECTADA;-33,20520100000;-64,43408000000
3109;SANTIAGO TEMPLE;CORDOBA;2779;LOCALIDAD CONECTADA;-31,38528333000;-63,41868611000
3128;SARMIENTO;CORDOBA;1288;LOCALIDAD CONECTADA;-30,77575000000;-64,10851389000
3151;SERREZUELA;CORDOBA;2441;LOCALIDAD CONECTADA;-30,63915471000;-65,39251412000
3168;SINSACATE;CORDOBA;1317;LOCALIDAD CONECTADA;-30,94303600000;-64,09477200000
3171;SOCAVONES;CORDOBA;263;LOCALIDAD CONECTADA;-31,52745000000;-64,14669444000
3213;TANCACHA;CORDOBA;5298;LOCALIDAD CONECTADA;-32,23435833000;-63,98390000000
3251;TIO PUJIO;CORDOBA;2655;LOCALIDAD CONECTADA;-32,28613800000;-63,35345500000
3277;TRANSITO;CORDOBA;2886;LOCALIDAD CONECTADA;-31,42457500000;-63,19341944000
3299;TUCLAME;CORDOBA;907;LOCALIDAD CONECTADA;-30,74727910000;-65,23772051000
3354;VICUÑA MACKENNA;CORDOBA;10021;LOCALIDAD CONECTADA;-33,92585278000;-64,38504722000
3417;VILLA DE SOTO;CORDOBA;9628;LOCALIDAD CONECTADA;-30,85405556000;-65,01383333000
3430;VILLA DEL TOTORAL;CORDOBA;8211;LOCALIDAD CONECTADA;-30,70451670000;-64,05856389000
3431;VILLA DEL TRANSITO;CORDOBA;227;LOCALIDAD CONECTADA;-31,44573889000;-63,19451111000
3473;VILLA GUTIERREZ;CORDOBA;236;LOCALIDAD CONECTADA;-30,67965696000;-64,16012712000
3502;VILLA LOS LLANOS;CORDOBA;6272;LOCALIDAD CONECTADA;-31,27766111000;-64,16426944000
3510;VILLA MARIA;CORDOBA;79351;LOCALIDAD CONECTADA;-32,42468851000;-63,30947680000
519;BELLA VISTA;CORRIENTES;29071;LOCALIDAD CONECTADA;-28,51792500000;-59,03736111000
554;BONPLAND;CORRIENTES;1029;LOCALIDAD CONECTADA;-29,81708333000;-57,42736111000
1012;CORRIENTES;CORRIENTES;346334;LOCALIDAD CONECTADA;-27,47389160000;-58,85351940000
1038;CRUZ DE LOS MILAGROS;CORRIENTES;143;LOCALIDAD CONECTADA;-28,83697222000;-59,00372222000
1244;EL SOMBRERO;CORRIENTES;707;LOCALIDAD CONECTADA;-27,70127778000;-58,76213889000
1276;EMPEDRADO;CORRIENTES;9258;LOCALIDAD CONECTADA;-27,95303230000;-58,80502364000
1293;ESQUINA;CORRIENTES;19081;LOCALIDAD CONECTADA;-30,01525000000;-59,52844444000
1510;GOYA;CORRIENTES;71606;LOCALIDAD CONECTADA;-29,16084185000;-59,24927597000
1650;ITUZAINGO;CORRIENTES;19575;LOCALIDAD CONECTADA;-27,58522220000;-56,69122222000
1692;JUAN PUJOL;CORRIENTES;1349;LOCALIDAD CONECTADA;-30,41752222000;-57,85645556000
2010;LAVALLE;CORRIENTES;2990;LOCALIDAD CONECTADA;-29,02874688000;-59,17850500000
2294;MOCORETA;CORRIENTES;5974;LOCALIDAD CONECTADA;-30,61536111000;-57,97052778000
2306;MONTE CASEROS;CORRIENTES;23470;LOCALIDAD CONECTADA;-30,25519444000;-57,65275000000
2462;PARADA LABOUGLE;CORRIENTES;492;LOCALIDAD CONECTADA;-30,31732500000;-57,72999444000
2464;PARADA PUCHETA;CORRIENTES;328;LOCALIDAD CONECTADA;-29,90534540000;-57,57436935000
2491;PASO DE LOS LIBRES;CORRIENTES;43251;LOCALIDAD CONECTADA;-29,71777000000;-57,11586600000
2769;RIACHUELO;CORRIENTES;1965;LOCALIDAD CONECTADA;-27,58302368000;-58,74638889000
2898;SAN CARLOS;CORRIENTES;2454;LOCALIDAD CONECTADA;-27,74446944000;-55,90027778000
2980;SAN LORENZO;CORRIENTES;2569;LOCALIDAD CONECTADA;-28,13557222000;-58,76494444000
3072;SANTA LUCIA;CORRIENTES;11589;LOCALIDAD CONECTADA;-28,97436783000;-59,09888960000
3408;VILLA CORDOBA;CORRIENTES;586;LOCALIDAD CONECTADA;-28,99281111000;-59,07912800000
3617;20 DE SEPTIEMBRE;ENTRE RIOS;187;LOCALIDAD CONECTADA;-32,39072220000;-59,66150000000
3778;ALCARAZ _PUEBLO ARRUA;ENTRE RIOS;2531;LOCALIDAD CONECTADA;-31,45463890000;-59,59380556000
146;ALDEA ASUNCION;ENTRE RIOS;263;LOCALIDAD CONECTADA;-32,82930830000;-59,22663333000
148;ALDEA BRASILERA;ENTRE RIOS;895;LOCALIDAD CONECTADA;-31,89194444000;-60,58544444000
152;ALDEA MARIA LUISA;ENTRE RIOS;773;LOCALIDAD CONECTADA;-31,88480103000;-60,41149878000
153;ALDEA PROTESTANTE;ENTRE RIOS;519;LOCALIDAD CONECTADA;-32,02838889000;-60,56577778000
154;ALDEA SALTO;ENTRE RIOS;102;LOCALIDAD CONECTADA;-31,92641667000;-60,54625000000
155;ALDEA SAN ANTONIO;ENTRE RIOS;1091;LOCALIDAD CONECTADA;-32,62413400000;-58,70305000000
156;ALDEA SAN FRANCISCO;ENTRE RIOS;42;LOCALIDAD CONECTADA;-31,96191667000;-60,63581389000
157;ALDEA SAN ISIDRO;ENTRE RIOS;353;LOCALIDAD CONECTADA;-30,97286110000;-58,99875000000
158;ALDEA SAN JUAN;ENTRE RIOS;179;LOCALIDAD CONECTADA;-32,69750000000;-58,76741667000
159;ALDEA SAN RAFAEL;ENTRE RIOS;144;LOCALIDAD CONECTADA;-31,95757778000;-60,25404167000
160;ALDEA SANTA MARIA;ENTRE RIOS;302;LOCALIDAD CONECTADA;-31,61012500000;-60,00409722000
162;ALDEA SANTA ROSA;ENTRE RIOS;71;LOCALIDAD CONECTADA;-32,01350556000;-60,24024167000
163;ALDEA SPATZENKUTTER;ENTRE RIOS;355;LOCALIDAD CONECTADA;-31,94675833000;-60,58180278000
164;ALDEA VALLE MARIA;ENTRE RIOS;2149;LOCALIDAD CONECTADA;-31,98661389000;-60,58496944000
187;ALTAMIRANO SUR;ENTRE RIOS;62;LOCALIDAD CONECTADA;-32,09529500000;-59,17490000000
243;ANTELO;ENTRE RIOS;211;LOCALIDAD CONECTADA;-32,53337500000;-60,03477778000
259;ARANGUREN;ENTRE RIOS;1571;LOCALIDAD CONECTADA;-32,24448611000;-60,15587500000
508;BASAVILBASO;ENTRE RIOS;9485;LOCALIDAD CONECTADA;-32,37117222000;-58,87845833000
544;BETBEDER;ENTRE RIOS;145;LOCALIDAD CONECTADA;-32,37327500000;-59,92775556000
558;BOVRIL;ENTRE RIOS;8577;LOCALIDAD CONECTADA;-31,34015000000;-59,43371944000
587;CALABACILLA;ENTRE RIOS;879;LOCALIDAD CONECTADA;-31,50665833000;-58,13470556000
701;CASEROS;ENTRE RIOS;1948;LOCALIDAD CONECTADA;-32,46175000000;-58,47422222000
738;CERRITO;ENTRE RIOS;5310;LOCALIDAD CONECTADA;-31,57397778000;-60,07709167000
754;CHAJARI;ENTRE RIOS;32734;LOCALIDAD CONECTADA;-30,75574444000;-57,98850556000
883;COLONIA ENSAYO;ENTRE RIOS;255;LOCALIDAD CONECTADA;-31,86516667000;-60,57591667000
910;COLONIA PEÑA;ENTRE RIOS;58;LOCALIDAD CONECTADA;-30,80135000000;-58,18826389000
925;COLONIA SANTA MARIA;ENTRE RIOS;352;LOCALIDAD CONECTADA;-30,61268889000;-58,17001944000
961;CONCEPCION DEL URUGUAY;ENTRE RIOS;72528;LOCALIDAD CONECTADA;-32,48446389000;-58,25335000000
962;CONCORDIA;ENTRE RIOS;149450;LOCALIDAD CONECTADA;-31,38165833000;-58,01830556000
968;CONSCRIPTO BERNARDI;ENTRE RIOS;1339;LOCALIDAD CONECTADA;-31,04508333000;-59,08746944000
1029;CRESPO;ENTRE RIOS;19536;LOCALIDAD CONECTADA;-32,04451111000;-60,30311944000
1080;DIAMANTE;ENTRE RIOS;19142;LOCALIDAD CONECTADA;-32,07167778000;-60,63232222000
1094;DON CRISTOBAL;ENTRE RIOS;29;LOCALIDAD CONECTADA;-32,07224444000;-59,99410000000
1107;DURAZNO;ENTRE RIOS;294;LOCALIDAD CONECTADA;-31,98889722000;-59,28122222000
1146;EL CIMARRON;ENTRE RIOS;634;LOCALIDAD CONECTADA;-30,98631142000;-58,97818793000
1197;EL PALENQUE;ENTRE RIOS;155;LOCALIDAD CONECTADA;-31,65583056000;-60,16800278000
1207;EL PINGO;ENTRE RIOS;766;LOCALIDAD CONECTADA;-31,58163333000;-59,89108333000
1242;EL SOLAR;ENTRE RIOS;194;LOCALIDAD CONECTADA;-31,17510000000;-59,73229444000
1278;ENRIQUE CARBO;ENTRE RIOS;750;LOCALIDAD CONECTADA;-33,15299160000;-59,21155830000
1300;ESTACION ARROYO CLE;ENTRE RIOS;119;LOCALIDAD CONECTADA;-32,63466944000;-59,40154444000
1302;ESTACION CAMPS;ENTRE RIOS;171;LOCALIDAD CONECTADA;-32,11102778000;-60,22819444000
1307;ESTACION ESCRIÑA;ENTRE RIOS;47;LOCALIDAD CONECTADA;-32,59473300000;-58,90505900000
1310;ESTACION LAZO;ENTRE RIOS;175;LOCALIDAD CONECTADA;-32,87055556000;-59,42205556000
1315;ESTACION RAICES;ENTRE RIOS;138;LOCALIDAD CONECTADA;-31,91000000000;-59,25994444000
1325;ESTANCIA GRANDE;ENTRE RIOS;578;LOCALIDAD CONECTADA;-31,48203700000;-58,17550100000
1327;ESTANCIA SAN PEDRO;ENTRE RIOS;67;LOCALIDAD CONECTADA;-32,34246944000;-58,64832778000
1354;FAUSTINO M. PARERA;ENTRE RIOS;158;LOCALIDAD CONECTADA;-32,80370000000;-58,88147500000
1356;FEDERAL;ENTRE RIOS;16075;LOCALIDAD CONECTADA;-30,94312500000;-58,78145000000
1396;FREITAS SAN PEDRO;ENTRE RIOS;277;LOCALIDAD CONECTADA;-30,75515278000;-58,07944722000
1424;GENERAL ALMADA;ENTRE RIOS;144;LOCALIDAD CONECTADA;-32,83676622000;-58,80586185000
1425;GENERAL ALVEAR;ENTRE RIOS;438;LOCALIDAD CONECTADA;-31,95069444000;-60,67189722000
1434;GENERAL CAMPOS;ENTRE RIOS;2994;LOCALIDAD CONECTADA;-31,52683333000;-58,40852778000
1443;GENERAL GALARZA;ENTRE RIOS;4741;LOCALIDAD CONECTADA;-32,72915000000;-59,39337778000
1467;GENERAL RACEDO;ENTRE RIOS;540;LOCALIDAD CONECTADA;-31,98536667000;-60,40798333000
1468;GENERAL RAMIREZ;ENTRE RIOS;8868;LOCALIDAD CONECTADA;-32,16919444000;-60,19952778000
1480;GILBERT;ENTRE RIOS;996;LOCALIDAD CONECTADA;-32,53712500000;-58,93338056000
1486;GOBERNADOR ECHAGÜE;ENTRE RIOS;201;LOCALIDAD CONECTADA;-32,39453333000;-59,27514167000
1487;GOBERNADOR FEBRE;ENTRE RIOS;127;LOCALIDAD CONECTADA;-32,47481944000;-59,91341944000
1493;GOBERNADOR MANSILLA;ENTRE RIOS;2046;LOCALIDAD CONECTADA;-32,54772222000;-59,35452778000
1496;GOBERNADOR SOLA;ENTRE RIOS;491;LOCALIDAD CONECTADA;-32,33750000000;-59,37033333000
1525;GUALEGUAY;ENTRE RIOS;40507;LOCALIDAD CONECTADA;-33,13193611000;-59,31715833000
1526;GUALEGUAYCHU;ENTRE RIOS;80614;LOCALIDAD CONECTADA;-33,01216944000;-58,53351944000
1534;GUARDAMONTE;ENTRE RIOS;101;LOCALIDAD CONECTADA;-32,08483333000;-59,30802778000
1549;HASENKAMP;ENTRE RIOS;4805;LOCALIDAD CONECTADA;-31,50705833000;-59,83685556000
1558;HERNANDEZ;ENTRE RIOS;1510;LOCALIDAD CONECTADA;-32,33327778000;-60,02527778000
1562;HERRERA;ENTRE RIOS;1251;LOCALIDAD CONECTADA;-32,43439167000;-58,63621667000
1622;INGENIERO MIGUEL SAJAROFF;ENTRE RIOS;399;LOCALIDAD CONECTADA;-31,95608333000;-58,84758333000
1635;IRAZUSTA;ENTRE RIOS;298;LOCALIDAD CONECTADA;-32,92750000000;-58,95600000000
1695;JUBILEO;ENTRE RIOS;631;LOCALIDAD CONECTADA;-31,73344444000;-58,63352778000
1757;LA CRIOLLA;ENTRE RIOS;1543;LOCALIDAD CONECTADA;-31,26883333000;-58,11322222000
1825;LA PAZ;ENTRE RIOS;24307;LOCALIDAD CONECTADA;-30,73535000000;-59,63423611000
1829;LA PICADA;ENTRE RIOS;564;LOCALIDAD CONECTADA;-31,72625000000;-60,29427778000
1890;LAGUNA DEL PESCADO;ENTRE RIOS;0;LOCALIDAD CONECTADA;-32,68591667000;-60,01425000000
1914;LARROQUE;ENTRE RIOS;6180;LOCALIDAD CONECTADA;-33,04352778000;-58,99761111000
1952;LAS GUACHAS;ENTRE RIOS;66;LOCALIDAD CONECTADA;-32,46772222000;-59,17319444000
1973;LAS MOSCAS;ENTRE RIOS;383;LOCALIDAD CONECTADA;-32,09055556000;-58,95808333000
2022;LIBAROS;ENTRE RIOS;230;LOCALIDAD CONECTADA;-32,26019395000;-58,90904752000
2080;LOS CHARRUAS;ENTRE RIOS;3306;LOCALIDAD CONECTADA;-31,16891667000;-58,18538889000
2087;LOS CONQUISTADORES;ENTRE RIOS;1177;LOCALIDAD CONECTADA;-30,58986111000;-58,46502778000
2147;LUCAS GONZALEZ;ENTRE RIOS;4364;LOCALIDAD CONECTADA;-32,38880556000;-59,52877222000
2167;MACIA;ENTRE RIOS;5870;LOCALIDAD CONECTADA;-32,17038889000;-59,39627778000
2217;MARIA GRANDE;ENTRE RIOS;7557;LOCALIDAD CONECTADA;-31,66416389000;-59,89933611000
2365;NOGOYA;ENTRE RIOS;22824;LOCALIDAD CONECTADA;-32,39550833000;-59,78256944000
2382;NUEVA VIZCAYA;ENTRE RIOS;379;LOCALIDAD CONECTADA;-30,96779722000;-58,61166389000
2420;ORO VERDE;ENTRE RIOS;4116;LOCALIDAD CONECTADA;-31,82996111000;-60,52098889000
2422;OSVALDO MAGNASCO;ENTRE RIOS;1241;LOCALIDAD CONECTADA;-31,31333300000;-58,05983300000
2472;PARAJE LA VIRGEN;ENTRE RIOS;59;LOCALIDAD CONECTADA;-31,91578987000;-60,65172390000
2475;PARANA;ENTRE RIOS;247139;LOCALIDAD CONECTADA;-31,74019722000;-60,53439167000
2488;PASO DE LA LAGUNA;ENTRE RIOS;348;LOCALIDAD CONECTADA;-31,80158333000;-59,15913889000
3769;PUEBLO BELLOCQ _LAS GARZAS;ENTRE RIOS;296;LOCALIDAD CONECTADA;-31,42843333000;-59,74507500000
2680;PUERTO RUIZ;ENTRE RIOS;347;LOCALIDAD CONECTADA;-33,22122222000;-59,36337222000
2775;RINCON DE NOGOYA;ENTRE RIOS;994;LOCALIDAD CONECTADA;-32,78113889000;-59,90544444000
2811;ROCAMORA;ENTRE RIOS;281;LOCALIDAD CONECTADA;-32,34185556000;-58,96866667000
2830;ROSARIO DEL TALA;ENTRE RIOS;12801;LOCALIDAD CONECTADA;-32,30294440000;-59,13113330000
2893;SAN BENITO;ENTRE RIOS;9105;LOCALIDAD CONECTADA;-31,77920581000;-60,44202472000
2938;SAN GUSTAVO;ENTRE RIOS;1325;LOCALIDAD CONECTADA;-30,68958333000;-59,39372222000
2947;SAN JAIME DE LA FRONTERA;ENTRE RIOS;4143;LOCALIDAD CONECTADA;-30,34036111000;-58,31655556000
2964;SAN JOSE DE FELICIANO;ENTRE RIOS;10282;LOCALIDAD CONECTADA;-30,38419444000;-58,75016667000
3032;SAN SALVADOR;ENTRE RIOS;12733;LOCALIDAD CONECTADA;-31,62430556000;-58,51511111000
3041;SAN VICTOR;ENTRE RIOS;325;LOCALIDAD CONECTADA;-30,48917500000;-59,03319444000
3052;SANTA ANITA;ENTRE RIOS;1187;LOCALIDAD CONECTADA;-32,17932151000;-58,78968283000
3135;SAUCE DE LUNA;ENTRE RIOS;2845;LOCALIDAD CONECTADA;-31,23784444000;-59,21733056000
3136;SAUCE MONTRULL;ENTRE RIOS;746;LOCALIDAD CONECTADA;-31,74334720000;-60,36095556000
3144;SEGUI;ENTRE RIOS;3695;LOCALIDAD CONECTADA;-31,96060278000;-60,12542222000
3169;SIR LEONARD;ENTRE RIOS;281;LOCALIDAD CONECTADA;-31,38955556000;-59,50119444000
3180;SOSA;ENTRE RIOS;495;LOCALIDAD CONECTADA;-31,73835556000;-59,91006667000
3197;TABOSSI;ENTRE RIOS;1322;LOCALIDAD CONECTADA;-31,80084722000;-59,93928333000
3239;TEZANOS PINTOS;ENTRE RIOS;198;LOCALIDAD CONECTADA;-31,86907778000;-60,49457500000
3316;URDINARRAIN;ENTRE RIOS;8580;LOCALIDAD CONECTADA;-32,67883333000;-58,89186111000
3347;VIALE;ENTRE RIOS;9383;LOCALIDAD CONECTADA;-31,87345000000;-60,00747222000
3352;VICTORIA;ENTRE RIOS;30623;LOCALIDAD CONECTADA;-32,63017500000;-60,14625556000
3402;VILLA CLARA;ENTRE RIOS;2726;LOCALIDAD CONECTADA;-31,83051667000;-58,82408333000
3433;VILLA DOMINGUEZ;ENTRE RIOS;1791;LOCALIDAD CONECTADA;-31,98622500000;-58,96513100000
3452;VILLA FONTANA;ENTRE RIOS;160;LOCALIDAD CONECTADA;-31,90468056000;-60,47508333000
3456;VILLA GDOR. LUIS F. ETCHEVEHERE;ENTRE RIOS;215;LOCALIDAD CONECTADA;-31,93297220000;-60,42769440000
3496;VILLA LIBERTADOR SAN MARTIN;ENTRE RIOS;6312;LOCALIDAD CONECTADA;-32,06666667000;-60,45166667000
3507;VILLA MANTERO;ENTRE RIOS;1427;LOCALIDAD CONECTADA;-32,39466667000;-58,74672222000
3563;VILLA SAN JUSTO;ENTRE RIOS;1337;LOCALIDAD CONECTADA;-32,44892778000;-58,43461667000
3565;VILLA SAN MARCIAL;ENTRE RIOS;639;LOCALIDAD CONECTADA;-32,17997222000;-58,92969444000
3594;VILLAGUAY;ENTRE RIOS;32881;LOCALIDAD CONECTADA;-31,86368889000;-59,03486111000
506;BARTOLOME DE LAS CASAS;FORMOSA;1134;LOCALIDAD CONECTADA;-25,40875889000;-59,57087908000
639;CAÑADA XII;FORMOSA;0;LOCALIDAD CONECTADA;-25,88162778000;-58,08538611000
827;CLORINDA;FORMOSA;52837;LOCALIDAD CONECTADA;-25,28840833000;-57,72604444000
1374;FORMOSA;FORMOSA;222226;LOCALIDAD CONECTADA;-26,20588889000;-58,20706389000
1516;GRAN GUARDIA;FORMOSA;916;LOCALIDAD CONECTADA;-25,86412778000;-58,88882778000
1600;IBARRETA;FORMOSA;9429;LOCALIDAD CONECTADA;-25,21574167000;-59,85787222000
1612;ING. GUILLERMO N. JUAREZ;FORMOSA;13438;LOCALIDAD CONECTADA;-23,89759722000;-61,85263333000
1898;LAGUNA YEMA;FORMOSA;3617;LOCALIDAD CONECTADA;-24,25404167000;-61,24861389000
1967;LAS LOMITAS;FORMOSA;12399;LOCALIDAD CONECTADA;-24,71317500000;-60,59307222000
2561;PIRANE;FORMOSA;20335;LOCALIDAD CONECTADA;-25,73036389000;-59,10506944000
2768;RIACHO NEGRO;FORMOSA;720;LOCALIDAD CONECTADA;-25,42457500000;-57,79273333000
105;ABRA PAMPA;JUJUY;8705;LOCALIDAD CONECTADA;-22,72428300000;-65,68889200000
280;ARRAYANAL;JUJUY;855;LOCALIDAD CONECTADA;-24,17766667000;-64,84009444000
